#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCNB1	AR	9606.ENSP00000256442	9606.ENSP00000363822	0	0	0	0	0	0.057	0	0.400	0.410
CCNB1	HSPA4	9606.ENSP00000256442	9606.ENSP00000302961	0	0	0	0	0.154	0.067	0	0.346	0.439
CCNB1	CSE1L	9606.ENSP00000256442	9606.ENSP00000262982	0	0	0	0	0.380	0	0	0.161	0.458
CCNB1	TERT	9606.ENSP00000256442	9606.ENSP00000309572	0	0	0	0	0.145	0.083	0	0.365	0.459
CCNB1	MTOR	9606.ENSP00000256442	9606.ENSP00000354558	0	0	0	0	0	0.140	0	0.437	0.495
CCNB1	VEGFA	9606.ENSP00000256442	9606.ENSP00000478570	0	0	0	0	0	0	0	0.496	0.495
CCNB1	ALB	9606.ENSP00000256442	9606.ENSP00000295897	0	0	0	0	0	0	0	0.549	0.549
CCNB1	MCL1	9606.ENSP00000256442	9606.ENSP00000358022	0	0	0	0	0.062	0	0	0.580	0.589
CCNB1	EGFR	9606.ENSP00000256442	9606.ENSP00000275493	0	0	0	0	0	0.103	0	0.585	0.612
CCNB1	CTNNB1	9606.ENSP00000256442	9606.ENSP00000344456	0	0	0	0	0.054	0.078	0	0.601	0.622
CCNB1	CDKN2A	9606.ENSP00000256442	9606.ENSP00000418915	0	0	0	0	0	0.129	0	0.594	0.631
CCNB1	MDM2	9606.ENSP00000256442	9606.ENSP00000258149	0	0	0	0	0.064	0.151	0	0.578	0.635
CCNB1	FLNA	9606.ENSP00000256442	9606.ENSP00000358866	0	0	0	0	0.055	0.226	0	0.698	0.760
CCNB1	MYC	9606.ENSP00000256442	9606.ENSP00000479618	0	0	0	0	0.096	0.270	0	0.708	0.790
CCNB1	RB1	9606.ENSP00000256442	9606.ENSP00000267163	0	0	0	0	0.065	0.547	0	0.563	0.799
CCNB1	CDK12	9606.ENSP00000256442	9606.ENSP00000398880	0	0	0	0	0.066	0.149	0.720	0.239	0.808
CCNB1	KNTC1	9606.ENSP00000256442	9606.ENSP00000328236	0	0	0	0	0.753	0.145	0	0.279	0.835
CCNB1	TP53	9606.ENSP00000256442	9606.ENSP00000269305	0	0	0	0	0.093	0.059	0	0.826	0.839
CCNB1	EXO1	9606.ENSP00000256442	9606.ENSP00000355506	0	0	0	0	0.721	0.346	0	0.282	0.857
CCNB1	PRKAR2A	9606.ENSP00000256442	9606.ENSP00000265563	0	0	0	0	0	0.059	0.900	0.062	0.904
CCNB1	MCM2	9606.ENSP00000256442	9606.ENSP00000265056	0	0	0	0	0.809	0.213	0	0.604	0.935
CCNB1	KPNA2	9606.ENSP00000256442	9606.ENSP00000438483	0	0	0	0	0.926	0.193	0	0.393	0.961
CCNB1	RACGAP1	9606.ENSP00000256442	9606.ENSP00000404190	0	0	0	0	0.944	0.066	0	0.470	0.969
CCNB1	XPO1	9606.ENSP00000256442	9606.ENSP00000384863	0	0	0	0	0.128	0.112	0.900	0.860	0.987
CCNB1	CDKN1A	9606.ENSP00000256442	9606.ENSP00000384849	0	0	0	0	0	0.898	0.900	0.908	0.998
CCND1	KEAP1	9606.ENSP00000227507	9606.ENSP00000171111	0	0	0	0	0	0.130	0	0.409	0.464
CCND1	TRIP6	9606.ENSP00000227507	9606.ENSP00000200457	0	0	0	0	0.110	0	0	0.134	0.196
CCND1	CDC34	9606.ENSP00000227507	9606.ENSP00000215574	0	0	0	0	0	0.062	0	0.241	0.257
CCND1	MAPK1	9606.ENSP00000227507	9606.ENSP00000215832	0	0	0	0	0	0.270	0	0.539	0.649
CCND1	XBP1	9606.ENSP00000227507	9606.ENSP00000216037	0	0	0	0	0	0	0	0.419	0.418
CCND1	TSC2	9606.ENSP00000227507	9606.ENSP00000219476	0	0	0	0	0	0.543	0	0.526	0.774
CCND1	ERF	9606.ENSP00000227507	9606.ENSP00000222329	0	0	0	0	0.065	0	0	0.128	0.150
CCND1	MPO	9606.ENSP00000227507	9606.ENSP00000225275	0	0	0	0	0	0	0	0.310	0.309
CCND1	FAT3	9606.ENSP00000227507	9606.ENSP00000432586	0	0	0	0	0	0	0	0.155	0.154
CCND1	CBX3	9606.ENSP00000227507	9606.ENSP00000336687	0	0	0	0	0	0	0	0.155	0.154
CCND1	SAFB	9606.ENSP00000227507	9606.ENSP00000467423	0	0	0	0	0	0	0	0.155	0.155
CCND1	BCLAF1	9606.ENSP00000227507	9606.ENSP00000435210	0	0	0	0	0	0	0	0.159	0.158
CCND1	PLEC	9606.ENSP00000227507	9606.ENSP00000323856	0	0	0	0	0.073	0	0	0.129	0.158
CCND1	MT1X	9606.ENSP00000227507	9606.ENSP00000377995	0	0	0	0	0	0	0	0.160	0.160
CCND1	APOB	9606.ENSP00000227507	9606.ENSP00000233242	0	0	0	0	0	0	0	0.164	0.164
CCND1	ADH1B	9606.ENSP00000227507	9606.ENSP00000306606	0	0	0	0	0	0	0	0.166	0.165
CCND1	RAB25	9606.ENSP00000227507	9606.ENSP00000354376	0	0	0	0	0.052	0.059	0	0.140	0.165
CCND1	MAP1B	9606.ENSP00000227507	9606.ENSP00000296755	0	0	0	0	0.071	0	0	0.141	0.167
CCND1	LEFTY1	9606.ENSP00000227507	9606.ENSP00000272134	0	0	0	0	0	0	0	0.168	0.168
CCND1	MDC1	9606.ENSP00000227507	9606.ENSP00000365588	0	0	0	0	0	0	0	0.170	0.169
CCND1	FOXJ1	9606.ENSP00000227507	9606.ENSP00000323880	0	0	0	0	0	0	0	0.169	0.169
CCND1	MUC16	9606.ENSP00000227507	9606.ENSP00000381008	0	0	0	0	0	0	0	0.170	0.170
CCND1	RACGAP1	9606.ENSP00000227507	9606.ENSP00000404190	0	0	0	0	0.070	0	0	0.150	0.175
CCND1	STIM1	9606.ENSP00000227507	9606.ENSP00000478059	0	0	0	0	0	0	0	0.180	0.179
CCND1	SRPK1	9606.ENSP00000227507	9606.ENSP00000362931	0	0	0	0	0	0	0	0.181	0.181
CCND1	MBP	9606.ENSP00000227507	9606.ENSP00000380958	0	0	0	0	0	0	0	0.185	0.185
CCND1	ESRP1	9606.ENSP00000227507	9606.ENSP00000405738	0	0	0	0	0.065	0	0	0.167	0.187
CCND1	EXO1	9606.ENSP00000227507	9606.ENSP00000355506	0	0	0	0	0.063	0	0	0.170	0.189
CCND1	RRAD	9606.ENSP00000227507	9606.ENSP00000299759	0	0	0	0	0	0.062	0	0.175	0.193
CCND1	CTNND2	9606.ENSP00000227507	9606.ENSP00000307134	0	0	0	0	0	0	0	0.194	0.194
CCND1	CSE1L	9606.ENSP00000227507	9606.ENSP00000262982	0	0	0	0	0.065	0.130	0	0.090	0.195
CCND1	HSF1	9606.ENSP00000227507	9606.ENSP00000431512	0	0	0	0	0	0	0	0.199	0.199
CCND1	LECT2	9606.ENSP00000227507	9606.ENSP00000274507	0	0	0	0	0	0	0	0.199	0.199
CCND1	TCHH	9606.ENSP00000227507	9606.ENSP00000480484	0	0	0	0	0.058	0.179	0	0.050	0.201
CCND1	UGT1A8	9606.ENSP00000227507	9606.ENSP00000304845	0	0	0	0	0.062	0	0	0.186	0.203
CCND1	MYLK	9606.ENSP00000227507	9606.ENSP00000353452	0	0	0	0	0	0	0	0.206	0.206
CCND1	FAT4	9606.ENSP00000227507	9606.ENSP00000377862	0	0	0	0	0.076	0	0	0.181	0.210
CCND1	CBL	9606.ENSP00000227507	9606.ENSP00000264033	0	0	0	0	0	0	0	0.217	0.217
CCND1	MAPT	9606.ENSP00000227507	9606.ENSP00000340820	0	0	0	0	0	0	0	0.218	0.218
CCND1	NTRK2	9606.ENSP00000227507	9606.ENSP00000277120	0	0	0	0	0	0	0	0.219	0.219
CCND1	VAV1	9606.ENSP00000227507	9606.ENSP00000472929	0	0	0	0	0	0	0	0.230	0.229
CCND1	DEK	9606.ENSP00000227507	9606.ENSP00000380414	0	0	0	0	0	0	0	0.230	0.229
CCND1	PROX1	9606.ENSP00000227507	9606.ENSP00000355925	0	0	0	0	0	0	0	0.232	0.231
CCND1	PDCD1	9606.ENSP00000227507	9606.ENSP00000335062	0	0	0	0	0	0	0	0.234	0.234
CCND1	HDGF	9606.ENSP00000227507	9606.ENSP00000357189	0	0	0	0	0.070	0	0	0.212	0.235
CCND1	GAB2	9606.ENSP00000227507	9606.ENSP00000354952	0	0	0	0	0	0	0	0.235	0.235
CCND1	CXCL5	9606.ENSP00000227507	9606.ENSP00000296027	0	0	0	0	0	0	0	0.236	0.236
CCND1	TRIM28	9606.ENSP00000227507	9606.ENSP00000253024	0	0	0	0	0.065	0.130	0	0.137	0.236
CCND1	DAB2	9606.ENSP00000227507	9606.ENSP00000313391	0	0	0	0	0.070	0	0	0.213	0.236
CCND1	RRM2B	9606.ENSP00000227507	9606.ENSP00000251810	0	0	0	0	0.063	0	0	0.221	0.239
CCND1	KSR1	9606.ENSP00000227507	9606.ENSP00000381958	0	0	0	0	0.051	0	0	0.233	0.240
CCND1	RSF1	9606.ENSP00000227507	9606.ENSP00000311513	0	0	0	0	0	0	0	0.243	0.242
CCND1	KPNA2	9606.ENSP00000227507	9606.ENSP00000438483	0	0	0	0	0.065	0.061	0	0.210	0.245
CCND1	PEBP1	9606.ENSP00000227507	9606.ENSP00000261313	0	0	0	0	0	0	0	0.253	0.252
CCND1	HNRNPC	9606.ENSP00000227507	9606.ENSP00000451291	0	0	0	0	0	0.057	0	0.249	0.261
CCND1	ERRFI1	9606.ENSP00000227507	9606.ENSP00000366702	0	0	0	0	0.152	0	0	0.167	0.263
CCND1	S100A8	9606.ENSP00000227507	9606.ENSP00000357722	0	0	0	0	0	0	0	0.265	0.265
CCND1	COL1A2	9606.ENSP00000227507	9606.ENSP00000297268	0	0	0	0	0.089	0	0	0.233	0.271
CCND1	EPHB3	9606.ENSP00000227507	9606.ENSP00000332118	0	0	0	0	0.061	0	0	0.260	0.275
CCND1	EEF1A1	9606.ENSP00000227507	9606.ENSP00000339063	0	0	0	0	0.062	0.130	0	0.195	0.286
CCND1	ADAR	9606.ENSP00000227507	9606.ENSP00000357459	0	0	0	0	0	0	0	0.291	0.290
CCND1	SPARC	9606.ENSP00000227507	9606.ENSP00000231061	0	0	0	0	0.091	0	0	0.254	0.293
CCND1	HHIP	9606.ENSP00000227507	9606.ENSP00000296575	0	0	0	0	0	0	0	0.294	0.294
CCND1	BAD	9606.ENSP00000227507	9606.ENSP00000378040	0	0	0	0	0	0	0	0.294	0.294
CCND1	SRSF1	9606.ENSP00000227507	9606.ENSP00000258962	0	0	0	0	0	0	0	0.295	0.295
CCND1	IGLL5	9606.ENSP00000227507	9606.ENSP00000431254	0	0	0	0	0	0	0	0.306	0.306
CCND1	HNRNPK	9606.ENSP00000227507	9606.ENSP00000365439	0	0	0	0	0.049	0	0	0.304	0.309
CCND1	EIF4B	9606.ENSP00000227507	9606.ENSP00000388806	0	0	0	0	0.054	0.057	0	0.294	0.315
CCND1	CYP2E1	9606.ENSP00000227507	9606.ENSP00000440689	0	0	0	0	0	0	0	0.320	0.319
CCND1	PTPN1	9606.ENSP00000227507	9606.ENSP00000360683	0	0	0	0	0	0	0	0.320	0.320
CCND1	CFL1	9606.ENSP00000227507	9606.ENSP00000432660	0	0	0	0	0	0	0	0.324	0.323
CCND1	HK2	9606.ENSP00000227507	9606.ENSP00000290573	0	0	0	0	0.068	0	0	0.327	0.346
CCND1	CTLA4	9606.ENSP00000227507	9606.ENSP00000303939	0	0	0	0	0	0	0	0.358	0.358
CCND1	GPT	9606.ENSP00000227507	9606.ENSP00000378408	0	0	0	0	0	0	0	0.369	0.369
CCND1	MTDH	9606.ENSP00000227507	9606.ENSP00000338235	0	0	0	0	0	0	0	0.371	0.371
CCND1	TBX3	9606.ENSP00000227507	9606.ENSP00000257566	0	0	0	0	0.125	0	0	0.311	0.371
CCND1	GLUL	9606.ENSP00000227507	9606.ENSP00000307900	0	0	0	0	0	0	0	0.380	0.380
CCND1	NUMB	9606.ENSP00000227507	9606.ENSP00000451300	0	0	0	0	0	0	0	0.390	0.390
CCND1	ITGA6	9606.ENSP00000227507	9606.ENSP00000386896	0	0	0	0	0.089	0	0	0.358	0.390
CCND1	HSPB1	9606.ENSP00000227507	9606.ENSP00000248553	0	0	0	0	0.088	0.059	0	0.379	0.420
CCND1	NCOR1	9606.ENSP00000227507	9606.ENSP00000268712	0	0	0	0	0	0	0	0.421	0.420
CCND1	CD274	9606.ENSP00000227507	9606.ENSP00000370989	0	0	0	0	0	0	0	0.420	0.420
CCND1	PHGDH	9606.ENSP00000227507	9606.ENSP00000358417	0	0	0	0	0.069	0.130	0	0.353	0.430
CCND1	PXN	9606.ENSP00000227507	9606.ENSP00000267257	0	0	0	0	0.073	0	0	0.423	0.442
CCND1	CTNND1	9606.ENSP00000227507	9606.ENSP00000382004	0	0	0	0	0.103	0	0	0.406	0.444
CCND1	ALDH1A1	9606.ENSP00000227507	9606.ENSP00000297785	0	0	0	0	0	0	0	0.450	0.450
CCND1	KMT2D	9606.ENSP00000227507	9606.ENSP00000301067	0	0	0	0	0	0	0	0.452	0.452
CCND1	WNT10A	9606.ENSP00000227507	9606.ENSP00000258411	0	0	0	0	0	0	0	0.460	0.460
CCND1	MAP2K4	9606.ENSP00000227507	9606.ENSP00000410402	0	0	0	0	0	0	0	0.476	0.476
CCND1	HSPA4	9606.ENSP00000227507	9606.ENSP00000302961	0	0	0	0	0.069	0.056	0	0.460	0.483
CCND1	RPS6	9606.ENSP00000227507	9606.ENSP00000369757	0	0	0	0	0.062	0	0	0.487	0.498
CCND1	FGF19	9606.ENSP00000227507	9606.ENSP00000294312	0	0	0	0	0	0	0	0.510	0.510
CCND1	ITGB1	9606.ENSP00000227507	9606.ENSP00000379350	0	0	0	0	0.087	0.078	0	0.472	0.517
CCND1	EPCAM	9606.ENSP00000227507	9606.ENSP00000263735	0	0	0	0	0.065	0	0	0.509	0.521
CCND1	HMGA2	9606.ENSP00000227507	9606.ENSP00000437621	0	0	0	0	0.098	0	0	0.496	0.526
CCND1	IRS1	9606.ENSP00000227507	9606.ENSP00000304895	0	0	0	0	0.100	0	0	0.520	0.549
CCND1	IKBKB	9606.ENSP00000227507	9606.ENSP00000430684	0	0	0	0	0	0	0	0.556	0.556
CCND1	RAF1	9606.ENSP00000227507	9606.ENSP00000251849	0	0	0	0	0.051	0	0	0.565	0.569
CCND1	LGR5	9606.ENSP00000227507	9606.ENSP00000266674	0	0	0	0	0	0.056	0	0.562	0.569
CCND1	PROM1	9606.ENSP00000227507	9606.ENSP00000426809	0	0	0	0	0	0	0	0.571	0.571
CCND1	KRT19	9606.ENSP00000227507	9606.ENSP00000355124	0	0	0	0	0.172	0.130	0	0.473	0.587
CCND1	TERT	9606.ENSP00000227507	9606.ENSP00000309572	0	0	0	0	0	0	0	0.609	0.609
CCND1	MCM2	9606.ENSP00000227507	9606.ENSP00000265056	0	0	0	0	0.092	0.270	0	0.470	0.618
CCND1	MET	9606.ENSP00000227507	9606.ENSP00000317272	0	0	0	0	0.139	0	0	0.629	0.667
CCND1	ALB	9606.ENSP00000227507	9606.ENSP00000295897	0	0	0	0	0	0	0	0.673	0.673
CCND1	MTOR	9606.ENSP00000227507	9606.ENSP00000354558	0	0	0	0	0.062	0	0	0.690	0.697
CCND1	YWHAZ	9606.ENSP00000227507	9606.ENSP00000379287	0	0	0	0	0	0	0	0.701	0.701
CCND1	AXIN2	9606.ENSP00000227507	9606.ENSP00000302625	0	0	0	0	0	0	0	0.742	0.742
CCND1	MCL1	9606.ENSP00000227507	9606.ENSP00000358022	0	0	0	0	0	0	0	0.761	0.761
CCND1	CDK12	9606.ENSP00000227507	9606.ENSP00000398880	0	0	0	0	0.062	0	0.720	0.237	0.782
CCND1	FLNA	9606.ENSP00000227507	9606.ENSP00000358866	0	0	0	0	0.099	0	0	0.771	0.786
CCND1	VEGFA	9606.ENSP00000227507	9606.ENSP00000478570	0	0	0	0	0.069	0.144	0	0.765	0.796
CCND1	MDM2	9606.ENSP00000227507	9606.ENSP00000258149	0	0	0	0	0	0.270	0	0.743	0.804
CCND1	ARID1A	9606.ENSP00000227507	9606.ENSP00000320485	0	0	0	0	0	0	0.650	0.469	0.806
CCND1	GAPDH	9606.ENSP00000227507	9606.ENSP00000229239	0	0	0	0	0.063	0	0	0.814	0.818
CCND1	EGFR	9606.ENSP00000227507	9606.ENSP00000275493	0	0	0	0	0.200	0.109	0	0.825	0.864
CCND1	PSMD1	9606.ENSP00000227507	9606.ENSP00000309474	0	0	0	0	0	0	0.900	0.067	0.902
CCND1	HDAC4	9606.ENSP00000227507	9606.ENSP00000264606	0	0	0	0	0.062	0.056	0.800	0.538	0.907
CCND1	TP53	9606.ENSP00000227507	9606.ENSP00000269305	0	0	0	0	0	0.270	0	0.883	0.911
CCND1	CCNB1	9606.ENSP00000227507	9606.ENSP00000256442	0	0	0	0.650	0.097	0.078	0.900	0.876	0.937
CCND1	GATA3	9606.ENSP00000227507	9606.ENSP00000368632	0	0	0	0	0.062	0	0.900	0.473	0.946
CCND1	XPO1	9606.ENSP00000227507	9606.ENSP00000384863	0	0	0	0	0.052	0.409	0	0.975	0.985
CCND1	MYC	9606.ENSP00000227507	9606.ENSP00000479618	0	0	0	0	0.069	0	0.900	0.919	0.991
CCND1	CTNNB1	9606.ENSP00000227507	9606.ENSP00000344456	0	0	0	0	0.082	0.470	0.900	0.886	0.993
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0.062	0.850	0.900	0.847	0.997
CCND1	AR	9606.ENSP00000227507	9606.ENSP00000363822	0	0	0	0	0.061	0.839	0.900	0.921	0.998
CCND1	RB1	9606.ENSP00000227507	9606.ENSP00000267163	0	0	0	0	0.062	0.947	0.900	0.783	0.998
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.085	0.983	0.900	0.990	0.999
CCT6A	MAPK1	9606.ENSP00000275603	9606.ENSP00000215832	0	0	0	0	0	0.127	0	0.067	0.150
CCT6A	UTP18	9606.ENSP00000275603	9606.ENSP00000225298	0	0	0	0	0.338	0	0	0.160	0.420
CCT6A	GAPDH	9606.ENSP00000275603	9606.ENSP00000229239	0	0	0	0	0.284	0.091	0	0.204	0.437
CCT6A	BYSL	9606.ENSP00000275603	9606.ENSP00000230340	0	0	0	0	0.280	0	0	0.190	0.391
CCT6A	RAF1	9606.ENSP00000275603	9606.ENSP00000251849	0	0	0	0	0	0.211	0	0.053	0.221
CCT6A	TRIM28	9606.ENSP00000275603	9606.ENSP00000253024	0	0	0	0	0.072	0.270	0	0	0.294
CCT6A	CCNB1	9606.ENSP00000275603	9606.ENSP00000256442	0	0	0	0	0.220	0.058	0	0	0.234
CCT6A	SRSF1	9606.ENSP00000275603	9606.ENSP00000258962	0	0	0	0	0.332	0.124	0	0.041	0.390
CCT6A	PEBP1	9606.ENSP00000275603	9606.ENSP00000261313	0	0	0	0	0.145	0	0	0.049	0.153
CCT6A	BTBD1	9606.ENSP00000275603	9606.ENSP00000261721	0	0	0	0	0.226	0	0	0	0.225
CCT6A	CSE1L	9606.ENSP00000275603	9606.ENSP00000262982	0	0	0	0	0.417	0	0	0	0.417
CCT6A	SQLE	9606.ENSP00000275603	9606.ENSP00000265896	0	0	0	0	0.098	0.068	0	0.101	0.178
CCT6A	SORD	9606.ENSP00000275603	9606.ENSP00000267814	0	0	0	0	0.078	0.057	0	0.107	0.156
CCT6A	TP53	9606.ENSP00000275603	9606.ENSP00000269305	0	0	0	0	0	0.190	0.600	0.091	0.679
CCT6A	RACGAP1	9606.ENSP00000275603	9606.ENSP00000404190	0	0	0	0	0.152	0	0	0	0.151
CCT6A	BCLAF1	9606.ENSP00000275603	9606.ENSP00000435210	0	0	0	0	0.148	0	0	0.048	0.154
CCT6A	ACAT2	9606.ENSP00000275603	9606.ENSP00000356015	0	0	0	0	0.109	0	0	0.096	0.160
CCT6A	FLNA	9606.ENSP00000275603	9606.ENSP00000358866	0	0	0	0	0	0.149	0	0.059	0.164
CCT6A	SRPK1	9606.ENSP00000275603	9606.ENSP00000362931	0	0	0	0	0.172	0	0	0	0.172
CCT6A	PLEC	9606.ENSP00000275603	9606.ENSP00000323856	0	0	0	0	0.089	0.149	0	0	0.191
CCT6A	CFL1	9606.ENSP00000275603	9606.ENSP00000432660	0	0	0	0	0.124	0	0	0.114	0.191
CCT6A	TESK2	9606.ENSP00000275603	9606.ENSP00000361158	0	0	0	0	0	0.130	0	0.114	0.196
CCT6A	CPS1	9606.ENSP00000275603	9606.ENSP00000402608	0	0	0	0	0.127	0.056	0	0.107	0.199
CCT6A	MTDH	9606.ENSP00000275603	9606.ENSP00000338235	0	0	0	0	0.199	0	0	0	0.199
CCT6A	GLUL	9606.ENSP00000275603	9606.ENSP00000307900	0	0	0	0	0.114	0	0	0.138	0.203
CCT6A	ALYREF	9606.ENSP00000275603	9606.ENSP00000421592	0	0	0	0	0.198	0	0	0.047	0.203
CCT6A	MYC	9606.ENSP00000275603	9606.ENSP00000479618	0	0	0	0	0.071	0.129	0	0.096	0.204
CCT6A	GLO1	9606.ENSP00000275603	9606.ENSP00000362463	0	0	0	0	0.165	0.056	0	0.076	0.208
CCT6A	YWHAZ	9606.ENSP00000275603	9606.ENSP00000379287	0	0	0	0	0.108	0.087	0	0.106	0.210
CCT6A	DBT	9606.ENSP00000275603	9606.ENSP00000359151	0	0	0	0	0.065	0.135	0	0.107	0.214
CCT6A	RPL39L	9606.ENSP00000275603	9606.ENSP00000296277	0	0	0	0	0.150	0.056	0	0.101	0.215
CCT6A	EXO1	9606.ENSP00000275603	9606.ENSP00000355506	0.045	0	0	0	0.173	0	0	0.101	0.228
CCT6A	CPZ	9606.ENSP00000275603	9606.ENSP00000354255	0	0	0	0	0	0.255	0	0	0.254
CCT6A	SF3B2	9606.ENSP00000275603	9606.ENSP00000318861	0	0	0	0	0.094	0.218	0	0	0.261
CCT6A	MTOR	9606.ENSP00000275603	9606.ENSP00000354558	0	0	0	0	0	0.148	0	0.192	0.282
CCT6A	SHMT1	9606.ENSP00000275603	9606.ENSP00000318868	0.059	0	0	0	0.064	0.182	0	0.137	0.295
CCT6A	MAPT	9606.ENSP00000275603	9606.ENSP00000340820	0	0	0	0	0	0.324	0	0	0.324
CCT6A	SAFB	9606.ENSP00000275603	9606.ENSP00000467423	0	0	0	0	0.112	0	0	0.302	0.353
CCT6A	CBX3	9606.ENSP00000275603	9606.ENSP00000336687	0	0	0	0	0.349	0.057	0	0.043	0.361
CCT6A	HNRNPK	9606.ENSP00000275603	9606.ENSP00000365439	0	0	0	0	0.365	0.057	0	0	0.375
CCT6A	EIF4B	9606.ENSP00000275603	9606.ENSP00000388806	0	0	0	0	0.084	0.349	0	0	0.378
CCT6A	DEK	9606.ENSP00000275603	9606.ENSP00000380414	0	0	0	0	0.326	0	0	0.123	0.383
CCT6A	HNRNPC	9606.ENSP00000275603	9606.ENSP00000451291	0	0	0	0	0.316	0.143	0	0.074	0.410
CCT6A	XPO1	9606.ENSP00000275603	9606.ENSP00000384863	0	0	0	0	0.376	0.056	0	0.085	0.414
CCT6A	RPS6	9606.ENSP00000275603	9606.ENSP00000369757	0	0	0	0	0.468	0.060	0	0.047	0.482
CCT6A	PDCD5	9606.ENSP00000275603	9606.ENSP00000466214	0	0	0.201	0	0.293	0.078	0	0.186	0.520
CCT6A	PSMD1	9606.ENSP00000275603	9606.ENSP00000309474	0	0	0	0	0.498	0.062	0	0.090	0.534
CCT6A	KPNA2	9606.ENSP00000275603	9606.ENSP00000438483	0	0	0	0	0.567	0.104	0	0.061	0.604
CCT6A	EEF1A1	9606.ENSP00000275603	9606.ENSP00000339063	0	0	0.272	0	0.554	0.058	0	0.152	0.706
CCT6A	HSF1	9606.ENSP00000275603	9606.ENSP00000431512	0	0	0	0	0.049	0	0.720	0.138	0.750
CCT6A	HSPA4	9606.ENSP00000275603	9606.ENSP00000302961	0.047	0	0	0	0.731	0.176	0	0.332	0.840
CD274	KEAP1	9606.ENSP00000370989	9606.ENSP00000171111	0	0	0	0	0	0	0	0.251	0.250
CD274	MAPK1	9606.ENSP00000370989	9606.ENSP00000215832	0	0	0	0	0	0	0	0.218	0.218
CD274	XBP1	9606.ENSP00000370989	9606.ENSP00000216037	0	0	0	0	0	0	0	0.203	0.203
CD274	TSC2	9606.ENSP00000370989	9606.ENSP00000219476	0	0	0	0	0	0	0	0.232	0.231
CD274	MPO	9606.ENSP00000370989	9606.ENSP00000225275	0	0	0	0	0	0	0	0.260	0.260
CD274	CCND1	9606.ENSP00000370989	9606.ENSP00000227507	0	0	0	0	0	0	0	0.420	0.420
CD274	GAPDH	9606.ENSP00000370989	9606.ENSP00000229239	0	0	0	0	0	0	0	0.488	0.488
CD274	TREM1	9606.ENSP00000370989	9606.ENSP00000244709	0	0	0	0	0.099	0	0	0.209	0.256
CD274	RAF1	9606.ENSP00000370989	9606.ENSP00000251849	0	0	0	0	0	0	0	0.268	0.268
CD274	MDM2	9606.ENSP00000370989	9606.ENSP00000258149	0	0	0	0	0	0	0	0.392	0.392
CD274	CCL21	9606.ENSP00000370989	9606.ENSP00000259607	0	0	0	0	0.062	0	0	0.425	0.437
CD274	EPCAM	9606.ENSP00000370989	9606.ENSP00000263735	0	0	0	0	0	0	0	0.561	0.561
CD274	CBL	9606.ENSP00000370989	9606.ENSP00000264033	0	0	0	0	0	0	0	0.167	0.167
CD274	LGR5	9606.ENSP00000370989	9606.ENSP00000266674	0	0	0	0	0	0	0	0.246	0.245
CD274	RB1	9606.ENSP00000370989	9606.ENSP00000267163	0	0	0	0	0	0	0	0.188	0.188
CD274	TP53	9606.ENSP00000370989	9606.ENSP00000269305	0	0	0	0	0	0	0	0.682	0.682
CD274	EGFR	9606.ENSP00000370989	9606.ENSP00000275493	0	0	0	0	0	0	0	0.769	0.769
CD274	HK2	9606.ENSP00000370989	9606.ENSP00000290573	0	0	0	0	0	0	0	0.173	0.173
CD274	FGF19	9606.ENSP00000370989	9606.ENSP00000294312	0	0	0	0	0	0	0	0.166	0.165
CD274	ALB	9606.ENSP00000370989	9606.ENSP00000295897	0	0	0	0	0	0	0	0.603	0.604
CD274	CXCL5	9606.ENSP00000370989	9606.ENSP00000296027	0	0	0	0	0.099	0	0	0.395	0.431
CD274	ALDH1A1	9606.ENSP00000370989	9606.ENSP00000297785	0	0	0	0	0	0	0	0.290	0.290
CD274	RRAD	9606.ENSP00000370989	9606.ENSP00000299759	0	0	0	0	0.098	0	0	0.113	0.165
CD274	KMT2D	9606.ENSP00000370989	9606.ENSP00000301067	0	0	0	0	0	0	0	0.293	0.293
CD274	HSPA4	9606.ENSP00000370989	9606.ENSP00000302961	0	0	0	0	0	0	0	0.298	0.298
CD274	CTLA4	9606.ENSP00000370989	9606.ENSP00000303939	0	0	0	0	0.062	0.417	0	0.978	0.987
CD274	CCL19	9606.ENSP00000370989	9606.ENSP00000308815	0	0	0	0	0.101	0	0	0.414	0.450
CD274	TERT	9606.ENSP00000370989	9606.ENSP00000309572	0	0	0	0	0	0	0	0.452	0.452
CD274	HAVCR2	9606.ENSP00000370989	9606.ENSP00000312002	0	0	0	0	0.062	0	0	0.882	0.885
CD274	MET	9606.ENSP00000370989	9606.ENSP00000317272	0	0	0	0	0	0	0	0.557	0.557
CD274	ARID1A	9606.ENSP00000370989	9606.ENSP00000320485	0	0	0	0	0	0	0	0.500	0.499
CD274	PDCD1	9606.ENSP00000370989	9606.ENSP00000335062	0	0	0	0	0.062	0.976	0.800	0.995	0.999
CD274	CXCL14	9606.ENSP00000370989	9606.ENSP00000337065	0	0	0	0	0	0	0	0.211	0.211
